test0,test0_from_core,test0_to_core,test0_avg_latency,test1,test1_from_core,test1_to_core,test1_avg_latency
14,3,4,8.0,14,8,11,10.6
14,3,4,6.6,14,9,10,5.2
14,3,4,3.4,14,9,11,12.8
14,3,4,19.1,14,10,11,9.4
14,3,5,8.0,14,0,1,40.7
14,3,5,7.8,14,0,2,33.9
14,3,5,6.9,14,0,4,19.1
14,3,5,16.2,14,0,6,27.0
14,3,5,3.6,14,0,7,30.3
14,3,5,8.7,14,0,8,7.5
14,3,5,10.9,14,0,9,16.9
14,3,5,3.9,14,0,10,17.0
14,3,5,11.7,14,0,11,8.3
14,3,5,6.3,14,1,2,14.0
14,3,5,6.1,14,1,4,9.4
14,3,5,20.5,14,1,6,81.0
14,3,5,6.9,14,1,7,10.5
14,3,5,12.7,14,1,8,6.4
14,3,5,8.0,14,1,9,9.6
14,3,5,5.7,14,1,10,6.4
14,3,5,12.6,14,1,11,17.1
14,3,5,6.8,14,2,4,18.0
14,3,5,6.0,14,2,6,24.2
14,3,5,15.8,14,2,7,17.3
14,3,5,5.8,14,2,8,7.4
14,3,5,5.2,14,2,9,4.7
14,3,5,9.4,14,2,10,16.2
14,3,5,14.9,14,2,11,13.9
14,3,5,14.3,14,4,6,29.6
14,3,5,8.7,14,4,7,19.8
14,3,5,9.9,14,4,8,37.8
14,3,5,8.3,14,4,9,7.0
14,3,5,3.8,14,4,10,16.6
14,3,5,8.2,14,4,11,8.6
14,3,5,6.8,14,6,7,7.3
14,3,5,3.9,14,6,8,45.4
14,3,5,9.6,14,6,9,6.6
14,3,5,6.7,14,6,10,17.0
14,3,5,5.8,14,6,11,29.3
14,3,5,3.5,14,7,8,15.5
14,3,5,9.5,14,7,9,9.8
14,3,5,3.5,14,7,10,21.3
14,3,5,21.1,14,7,11,14.9
14,3,5,10.0,14,8,9,8.6
14,3,5,9.0,14,8,10,20.9
14,3,5,10.9,14,8,11,10.1
14,3,5,4.9,14,9,10,15.5
14,3,5,7.3,14,9,11,5.9
14,3,5,5.9,14,10,11,10.8
14,3,6,7.9,14,0,1,29.2
14,3,6,8.2,14,0,2,18.4
14,3,6,33.2,14,0,4,18.8
14,3,6,29.9,14,0,5,6.2
14,3,6,28.8,14,0,7,0.0
14,3,6,15.2,14,0,8,32.4
14,3,6,25.6,14,0,9,6.8
14,3,6,18.0,14,0,10,16.2
14,3,6,18.0,14,0,11,12.6
14,3,6,32.4,14,1,2,16.4
14,3,6,15.5,14,1,4,1.8
14,3,6,19.1,14,1,5,31.3
14,3,6,12.8,14,1,7,21.6
14,3,6,12.6,14,1,8,4.8
14,3,6,18.8,14,1,9,17.8
14,3,6,27.4,14,1,10,14.4
14,3,6,18.0,14,1,11,14.8
14,3,6,11.0,14,2,4,20.6
14,3,6,2.9,14,2,5,6.7
14,3,6,18.4,14,2,7,17.7
14,3,6,18.0,14,2,8,5.3
14,3,6,19.5,14,2,9,10.9
14,3,6,25.6,14,2,10,3.6
14,3,6,9.7,14,2,11,9.5
14,3,6,7.3,14,4,5,10.9
14,3,6,3.4,14,4,7,12.8
14,3,6,28.8,14,4,8,14.1
14,3,6,18.8,14,4,9,8.4
14,3,6,42.0,14,4,10,6.1
14,3,6,45.2,14,4,11,11.6
14,3,6,68.6,14,5,7,24.2
14,3,6,16.6,14,5,8,6.9
14,3,6,22.0,14,5,9,15.4
14,3,6,6.7,14,5,10,18.4
14,3,6,8.8,14,5,11,7.0
14,3,6,20.1,14,7,8,24.0
14,3,6,17.3,14,7,9,14.4
14,3,6,14.8,14,7,10,4.2
14,3,6,9.2,14,7,11,7.1
14,3,6,17.7,14,8,9,8.8
14,3,6,19.5,14,8,10,17.7
14,3,6,8.9,14,8,11,8.8
14,3,6,12.8,14,9,10,23.4
14,3,6,15.5,14,9,11,8.3
14,3,6,16.6,14,10,11,12.4
14,3,7,33.9,14,0,1,27.8
14,3,7,3.6,14,0,2,20.9
14,3,7,9.1,14,0,4,36.0
14,3,7,6.8,14,0,5,5.7
14,3,7,14.1,14,0,6,6.8
14,3,7,18.4,14,0,8,16.2
14,3,7,3.4,14,0,9,12.8
14,3,7,3.6,14,0,10,7.5
14,3,7,16.2,14,0,11,22.1
14,3,7,15.9,14,1,2,17.3
14,3,7,28.5,14,1,4,3.9
14,3,7,23.4,14,1,5,16.0
14,3,7,28.5,14,1,6,17.7
14,3,7,23.4,14,1,8,0.0
14,3,7,13.2,14,1,9,12.4
14,3,7,10.5,14,1,10,41.1
14,3,7,6.1,14,1,11,14.7
14,3,7,5.8,14,2,4,4.4
14,3,7,19.8,14,2,5,6.3
14,3,7,4.4,14,2,6,18.4
14,3,7,15.5,14,2,8,23.4
14,3,7,18.0,14,2,9,19.0
14,3,7,42.5,14,2,10,22.0
14,3,7,18.8,14,2,11,7.4
14,3,7,21.6,14,4,5,12.8
14,3,7,32.1,14,4,6,23.1
14,3,7,14.1,14,4,8,16.2
14,3,7,18.0,14,4,9,11.5
14,3,7,40.4,14,4,10,6.8
14,3,7,21.3,14,4,11,12.7
14,3,7,3.8,14,5,6,27.4
14,3,7,39.6,14,5,8,4.7
14,3,7,5.5,14,5,9,13.8
14,3,7,3.7,14,5,10,19.5
14,3,7,5.9,14,5,11,4.4
14,3,7,34.6,14,6,8,15.5
14,3,7,16.6,14,6,9,19.5
14,3,7,18.8,14,6,10,15.9
14,3,7,15.9,14,6,11,10.1
14,3,7,15.2,14,8,9,20.5
14,3,7,18.0,14,8,10,45.4
14,3,7,15.5,14,8,11,3.9
14,3,7,18.4,14,9,10,21.6
14,3,7,7.4,14,9,11,17.1
14,3,7,19.1,14,10,11,42.5
14,3,8,0.0,14,0,1,15.2
14,3,8,11.9,14,0,2,18.7
14,3,8,6.0,14,0,4,8.0
14,3,8,14.1,14,0,5,13.7
14,3,8,22.3,14,0,6,18.8
14,3,8,0.4,14,0,7,17.3
14,3,8,3.6,14,0,9,29.9
14,3,8,17.7,14,0,10,9.7
14,3,8,3.6,14,0,11,16.0
14,3,8,32.4,14,1,2,26.0
14,3,8,3.5,14,1,4,18.4
14,3,8,15.2,14,1,5,6.6
14,3,8,15.9,14,1,6,20.2
14,3,8,17.0,14,1,7,6.9
14,3,8,44.7,14,1,9,15.5
14,3,8,28.5,14,1,10,22.4
14,3,8,3.9,14,1,11,6.5
14,3,8,35.7,14,2,4,20.9
14,3,8,20.6,14,2,5,6.3
14,3,8,8.6,14,2,6,11.4
14,3,8,12.8,14,2,7,21.6
14,3,8,28.5,14,2,9,25.3
14,3,8,34.6,14,2,10,22.0
14,3,8,8.2,14,2,11,7.1
14,3,8,8.9,14,4,5,9.4
14,3,8,17.7,14,4,6,38.6
14,3,8,17.3,14,4,7,27.0
14,3,8,29.6,14,4,9,11.9
14,3,8,25.2,14,4,10,15.5
14,3,8,29.9,14,4,11,9.7
14,3,8,17.7,14,5,6,23.8
14,3,8,11.8,14,5,7,17.0
14,3,8,53.8,14,5,9,22.1
14,3,8,78.3,14,5,10,19.5
14,3,8,10.0,14,5,11,6.3
14,3,8,3.6,14,6,7,26.0
14,3,8,25.2,14,6,9,18.4
14,3,8,10.8,14,6,10,21.6
14,3,8,7.8,14,6,11,5.7
14,3,8,20.9,14,7,9,12.2
14,3,8,3.6,14,7,10,24.2
14,3,8,19.5,14,7,11,9.1
14,3,8,17.0,14,9,10,22.4
14,3,8,18.8,14,9,11,4.6
14,3,8,24.9,14,10,11,4.7
14,3,9,3.9,14,0,1,35.0
14,3,9,7.5,14,0,2,17.0
14,3,9,4.7,14,0,4,15.5
14,3,9,4.7,14,0,5,12.6
14,3,9,4.6,14,0,6,8.0
14,3,9,7.5,14,0,7,24.9
14,3,9,3.6,14,0,8,19.5
14,3,9,4.1,14,0,10,18.0
14,3,9,3.7,14,0,11,9.0
14,3,9,3.8,14,1,2,30.6
14,3,9,4.0,14,1,4,16.2
14,3,9,4.9,14,1,5,4.3
14,3,9,6.0,14,1,6,5.7
14,3,9,3.3,14,1,7,5.9
14,3,9,7.1,14,1,8,3.5
14,3,9,4.0,14,1,10,15.2
14,3,9,3.9,14,1,11,13.2
14,3,9,3.7,14,2,4,9.0
14,3,9,5.3,14,2,5,13.7
14,3,9,10.9,14,2,6,26.7
14,3,9,9.5,14,2,7,40.0
14,3,9,6.6,14,2,8,18.0
14,3,9,6.4,14,2,10,3.9
14,3,9,4.0,14,2,11,9.6
14,3,9,4.8,14,4,5,16.3
14,3,9,4.6,14,4,6,14.1
14,3,9,4.0,14,4,7,36.8
14,3,9,4.2,14,4,8,7.9
14,3,9,5.0,14,4,10,18.8
14,3,9,9.1,14,4,11,15.5
14,3,9,3.5,14,5,6,0.0
14,3,9,3.4,14,5,7,20.6
14,3,9,9.9,14,5,8,21.6
14,3,9,4.8,14,5,10,17.3
14,3,9,4.3,14,5,11,6.0
14,3,9,3.9,14,6,7,18.8
14,3,9,3.9,14,6,8,20.6
14,3,9,3.8,14,6,10,17.7
14,3,9,3.8,14,6,11,4.4
14,3,9,9.5,14,7,8,23.1
14,3,9,4.3,14,7,10,23.4
14,3,9,5.3,14,7,11,11.4
14,3,9,9.2,14,8,10,9.4
14,3,9,3.4,14,8,11,4.2
14,3,9,5.0,14,10,11,5.1
14,3,10,20.6,14,0,1,4.6
14,3,10,26.0,14,0,2,3.5
14,3,10,15.6,14,0,4,13.0
14,3,10,11.9,14,0,5,4.1
14,3,10,19.5,14,0,6,3.5
14,3,10,30.6,14,0,7,20.9
14,3,10,20.6,14,0,8,6.8
14,3,10,4.9,14,0,9,3.7
14,3,10,17.7,14,0,11,4.3
14,3,10,22.4,14,1,2,7.0
14,3,10,29.6,14,1,4,20.6
14,3,10,21.3,14,1,5,3.3
14,3,10,17.3,14,1,6,19.1
14,3,10,19.8,14,1,7,15.5
14,3,10,18.4,14,1,8,9.3
14,3,10,18.4,14,1,9,13.4
14,3,10,17.7,14,1,11,5.0
14,3,10,38.6,14,2,4,17.0
14,3,10,17.3,14,2,5,7.0
14,3,10,22.4,14,2,6,44.0
14,3,10,3.6,14,2,7,22.0
14,3,10,18.8,14,2,8,6.8
14,3,10,18.0,14,2,9,6.5
14,3,10,8.5,14,2,11,8.4
14,3,10,14.8,14,4,5,8.4
14,3,10,27.4,14,4,6,37.1
14,3,10,14.0,14,4,7,6.4
14,3,10,5.2,14,4,8,50.8
14,3,10,4.3,14,4,9,4.1
14,3,10,4.9,14,4,11,6.2
14,3,10,7.1,14,5,6,46.1
14,3,10,18.8,14,5,7,33.1
14,3,10,4.4,14,5,8,18.4
14,3,10,17.0,14,5,9,5.3
14,3,10,19.8,14,5,11,3.5
14,3,10,15.9,14,6,7,14.6
14,3,10,22.0,14,6,8,20.2
14,3,10,21.3,14,6,9,8.2
14,3,10,15.5,14,6,11,6.6
14,3,10,18.8,14,7,8,15.5
14,3,10,22.0,14,7,9,13.7
14,3,10,24.2,14,7,11,5.6
14,3,10,15.2,14,8,9,11.9
14,3,10,16.6,14,8,11,8.4
14,3,10,7.5,14,9,11,4.3
14,3,11,8.8,14,0,1,8.7
14,3,11,24.3,14,0,2,18.4
14,3,11,27.1,14,0,4,4.4
14,3,11,20.7,14,0,5,8.6
14,3,11,5.6,14,0,6,3.6
14,3,11,10.6,14,0,7,23.1
14,3,11,10.9,14,0,8,22.7
14,3,11,4.7,14,0,9,9.3
14,3,11,5.2,14,0,10,20.2
14,3,11,24.3,14,1,2,18.8
14,3,11,13.3,14,1,4,14.8
14,3,11,6.7,14,1,5,14.3
14,3,11,13.5,14,1,6,17.7
14,3,11,13.8,14,1,7,16.6
14,3,11,13.1,14,1,8,32.4
14,3,11,15.2,14,1,9,17.7
14,3,11,18.2,14,1,10,16.6
14,3,11,15.4,14,2,4,8.1
14,3,11,16.8,14,2,5,29.1
14,3,11,8.0,14,2,6,19.1
14,3,11,3.6,14,2,7,22.0
14,3,11,3.5,14,2,8,6.5
14,3,11,3.5,14,2,9,12.9
14,3,11,9.1,14,2,10,16.6
14,3,11,7.0,14,4,5,7.9
14,3,11,3.5,14,4,6,12.6
14,3,11,3.5,14,4,7,23.4
14,3,11,7.9,14,4,8,6.7
14,3,11,3.9,14,4,9,7.5
14,3,11,11.5,14,4,10,15.9
14,3,11,16.9,14,5,6,7.8
14,3,11,10.4,14,5,7,45.8
14,3,11,5.0,14,5,8,23.4
14,3,11,10.3,14,5,9,5.2
14,3,11,4.3,14,5,10,27.4
14,3,11,6.0,14,6,7,9.2
14,3,11,11.0,14,6,8,17.0
14,3,11,25.4,14,6,9,3.9
14,3,11,3.7,14,6,10,20.6
14,3,11,19.8,14,7,8,18.4
14,3,11,41.5,14,7,9,12.7
14,3,11,5.7,14,7,10,5.7
14,3,11,11.6,14,8,9,16.7
14,3,11,3.9,14,8,10,30.3
14,3,11,7.0,14,9,10,17.7
14,4,5,6.6,14,0,1,24.5
14,4,5,9.2,14,0,2,32.1
14,4,5,9.1,14,0,3,21.3
14,4,5,18.2,14,0,6,4.3
14,4,5,11.3,14,0,7,18.0
14,4,5,22.9,14,0,8,3.9
14,4,5,7.9,14,0,9,23.8
14,4,5,9.0,14,0,10,10.2
14,4,5,18.7,14,0,11,15.6
14,4,5,8.4,14,1,2,37.8
14,4,5,16.1,14,1,3,33.9
14,4,5,14.2,14,1,6,30.3
14,4,5,15.8,14,1,7,21.3
14,4,5,8.3,14,1,8,46.5
14,4,5,6.5,14,1,9,19.5
14,4,5,7.2,14,1,10,11.2
14,4,5,21.1,14,1,11,8.4
14,4,5,11.8,14,2,3,16.6
14,4,5,3.8,14,2,6,24.5
14,4,5,7.7,14,2,7,16.6
14,4,5,48.4,14,2,8,20.6
14,4,5,4.9,14,2,9,32.4
14,4,5,10.1,14,2,10,14.0
14,4,5,24.8,14,2,11,12.8
14,4,5,13.7,14,3,6,29.9
14,4,5,6.0,14,3,7,17.0
14,4,5,14.4,14,3,8,19.1
14,4,5,9.8,14,3,9,16.2
14,4,5,5.1,14,3,10,6.2
14,4,5,9.4,14,3,11,7.4
14,4,5,19.7,14,6,7,17.7
14,4,5,8.9,14,6,8,14.1
14,4,5,23.0,14,6,9,3.5
14,4,5,5.4,14,6,10,6.5
14,4,5,20.8,14,6,11,17.1
14,4,5,34.7,14,7,8,19.8
14,4,5,8.2,14,7,9,4.5
14,4,5,6.0,14,7,10,11.8
14,4,5,12.7,14,7,11,15.9
14,4,5,5.1,14,8,9,4.5
14,4,5,9.2,14,8,10,13.7
14,4,5,20.2,14,8,11,22.9
14,4,5,11.8,14,9,10,7.3
14,4,5,4.9,14,9,11,4.0
14,4,5,4.7,14,10,11,5.8
14,4,6,27.0,14,0,1,7.5
14,4,6,4.8,14,0,2,6.8
14,4,6,35.7,14,0,3,19.5
14,4,6,24.9,14,0,5,34.7
14,4,6,11.6,14,0,7,18.0
14,4,6,7.3,14,0,8,19.8
14,4,6,14.6,14,0,9,28.5
14,4,6,21.5,14,0,10,16.8
14,4,6,21.1,14,0,11,7.3
14,4,6,18.4,14,1,2,20.2
14,4,6,24.2,14,1,3,4.5
14,4,6,15.2,14,1,5,3.9
14,4,6,16.6,14,1,7,6.1
14,4,6,3.8,14,1,8,4.8
14,4,6,3.5,14,1,9,16.6
14,4,6,6.3,14,1,10,17.6
14,4,6,4.7,14,1,11,10.2
14,4,6,17.6,14,2,3,17.3
14,4,6,19.5,14,2,5,32.9
14,4,6,9.1,14,2,7,0.0
14,4,6,8.4,14,2,8,15.9
14,4,6,16.2,14,2,9,20.6
14,4,6,26.3,14,2,10,18.5
14,4,6,6.2,14,2,11,13.1
14,4,6,24.9,14,3,5,3.5
14,4,6,26.7,14,3,7,17.7
14,4,6,25.6,14,3,8,32.4
14,4,6,22.0,14,3,9,7.5
14,4,6,12.2,14,3,10,11.5
14,4,6,5.9,14,3,11,10.8
14,4,6,53.5,14,5,7,27.5
14,4,6,19.8,14,5,8,4.0
14,4,6,34.6,14,5,9,18.8
14,4,6,21.3,14,5,10,20.5
14,4,6,23.4,14,5,11,4.1
14,4,6,15.9,14,7,8,15.2
14,4,6,20.9,14,7,9,21.3
14,4,6,6.8,14,7,10,13.5
14,4,6,22.0,14,7,11,7.6
14,4,6,21.3,14,8,9,3.9
14,4,6,18.4,14,8,10,14.6
14,4,6,19.5,14,8,11,47.2
14,4,6,26.0,14,9,10,7.8
14,4,6,20.9,14,9,11,9.0
14,4,6,29.2,14,10,11,8.4
14,4,7,7.6,14,0,1,21.6
14,4,7,7.4,14,0,2,21.6
14,4,7,22.0,14,0,3,28.5
14,4,7,13.7,14,0,5,23.3
14,4,7,17.0,14,0,6,19.5
14,4,7,26.3,14,0,8,24.2
14,4,7,22.7,14,0,9,5.6
14,4,7,14.4,14,0,10,13.5
14,4,7,18.8,14,0,11,9.4
14,4,7,32.8,14,1,2,20.6
14,4,7,24.8,14,1,3,28.1
14,4,7,29.9,14,1,5,6.9
14,4,7,9.9,14,1,6,27.4
14,4,7,22.0,14,1,8,17.7
14,4,7,26.0,14,1,9,17.3
14,4,7,33.5,14,1,10,17.9
14,4,7,30.3,14,1,11,6.1
14,4,7,21.6,14,2,3,41.8
14,4,7,20.6,14,2,5,9.9
14,4,7,18.0,14,2,6,8.4
14,4,7,15.5,14,2,8,4.6
14,4,7,5.1,14,2,9,40.4
14,4,7,18.0,14,2,10,19.7
14,4,7,31.7,14,2,11,13.7
14,4,7,18.0,14,3,5,9.7
14,4,7,18.8,14,3,6,23.4
14,4,7,15.5,14,3,8,45.4
14,4,7,29.9,14,3,9,4.6
14,4,7,20.6,14,3,10,8.0
14,4,7,26.7,14,3,11,4.0
14,4,7,30.6,14,5,6,19.5
14,4,7,20.2,14,5,8,14.2
14,4,7,14.1,14,5,9,13.0
14,4,7,19.8,14,5,10,7.8
14,4,7,9.8,14,5,11,16.9
14,4,7,4.2,14,6,8,6.4
14,4,7,4.1,14,6,9,6.6
14,4,7,15.5,14,6,10,27.1
14,4,7,18.4,14,6,11,3.4
14,4,7,3.8,14,8,9,16.6
14,4,7,17.3,14,8,10,17.8
14,4,7,4.3,14,8,11,8.4
14,4,7,22.7,14,9,10,11.3
14,4,7,15.2,14,9,11,7.5
14,4,7,15.5,14,10,11,3.6
14,4,8,4.1,14,0,1,13.4
14,4,8,33.2,14,0,2,23.1
14,4,8,6.1,14,0,3,18.4
14,4,8,15.5,14,0,5,10.0
14,4,8,16.2,14,0,6,4.4
14,4,8,3.5,14,0,7,16.6
14,4,8,3.5,14,0,9,17.0
14,4,8,3.9,14,0,10,12.9
14,4,8,15.9,14,0,11,27.9
14,4,8,29.9,14,1,2,32.4
14,4,8,19.8,14,1,3,20.6
14,4,8,6.7,14,1,5,3.8
14,4,8,3.6,14,1,6,35.0
14,4,8,9.6,14,1,7,18.4
14,4,8,44.9,14,1,9,39.0
14,4,8,16.7,14,1,10,10.1
14,4,8,8.3,14,1,11,3.8
14,4,8,41.8,14,2,3,6.9
14,4,8,18.3,14,2,5,13.6
14,4,8,14.3,14,2,6,24.9
14,4,8,10.6,14,2,7,37.5
14,4,8,17.3,14,2,9,25.7
14,4,8,13.3,14,2,10,9.9
14,4,8,13.3,14,2,11,3.6
14,4,8,6.4,14,3,5,8.1
14,4,8,18.0,14,3,6,6.6
14,4,8,3.6,14,3,7,21.3
14,4,8,35.3,14,3,9,4.8
14,4,8,25.8,14,3,10,10.1
14,4,8,3.5,14,3,11,5.1
14,4,8,18.0,14,5,6,0.4
14,4,8,5.2,14,5,7,34.2
14,4,8,5.9,14,5,9,8.8
14,4,8,6.1,14,5,10,20.4
14,4,8,6.4,14,5,11,3.2
14,4,8,18.0,14,6,7,19.1
14,4,8,20.2,14,6,9,20.1
14,4,8,4.0,14,6,10,13.1
14,4,8,3.5,14,6,11,11.0
14,4,8,0.0,14,7,9,10.2
14,4,8,14.4,14,7,10,16.6
14,4,8,4.5,14,7,11,7.5
14,4,8,24.5,14,9,10,9.7
14,4,8,19.5,14,9,11,8.0
14,4,8,18.0,14,10,11,9.5
14,4,9,19.5,14,0,1,45.0
14,4,9,19.2,14,0,2,49.5
14,4,9,18.8,14,0,3,23.4
14,4,9,11.0,14,0,5,7.1
14,4,9,31.7,14,0,6,4.4
14,4,9,17.0,14,0,7,4.7
14,4,9,27.0,14,0,8,4.4
14,4,9,38.6,14,0,10,7.6
14,4,9,19.8,14,0,11,4.3
14,4,9,36.8,14,1,2,19.8
14,4,9,21.3,14,1,3,24.5
14,4,9,14.2,14,1,5,4.0
14,4,9,24.5,14,1,6,10.7
14,4,9,16.6,14,1,7,8.6
14,4,9,22.0,14,1,8,25.2
14,4,9,19.7,14,1,10,21.7
14,4,9,17.3,14,1,11,3.8
14,4,9,17.7,14,2,3,33.8
14,4,9,6.7,14,2,5,3.9
14,4,9,3.5,14,2,6,42.2
14,4,9,26.0,14,2,7,22.7
14,4,9,26.0,14,2,8,16.6
14,4,9,3.5,14,2,10,17.7
14,4,9,15.5,14,2,11,5.4
14,4,9,21.6,14,3,5,10.7
14,4,9,13.7,14,3,6,55.3
14,4,9,12.4,14,3,7,4.0
14,4,9,16.8,14,3,8,22.0
14,4,9,17.7,14,3,10,7.2
14,4,9,6.2,14,3,11,4.6
14,4,9,46.9,14,5,6,12.2
14,4,9,17.7,14,5,7,26.0
14,4,9,20.6,14,5,8,21.6
14,4,9,3.5,14,5,10,6.5
14,4,9,5.5,14,5,11,7.0
14,4,9,22.7,14,6,7,21.3
14,4,9,16.2,14,6,8,14.9
14,4,9,17.0,14,6,10,15.3
14,4,9,27.0,14,6,11,4.5
14,4,9,16.2,14,7,8,23.8
14,4,9,19.8,14,7,10,13.2
14,4,9,22.7,14,7,11,17.7
14,4,9,30.6,14,8,10,5.7
14,4,9,19.1,14,8,11,4.9
14,4,9,7.1,14,10,11,6.3
14,4,10,3.4,14,0,1,21.3
14,4,10,6.7,14,0,2,18.4
14,4,10,7.6,14,0,3,4.3
14,4,10,7.4,14,0,5,22.1
14,4,10,7.2,14,0,6,3.4
14,4,10,7.3,14,0,7,27.8
14,4,10,5.4,14,0,8,16.2
14,4,10,5.0,14,0,9,20.2
14,4,10,7.2,14,0,11,10.4
14,4,10,8.8,14,1,2,10.7
14,4,10,9.8,14,1,3,23.8
14,4,10,4.3,14,1,5,13.5
14,4,10,7.0,14,1,6,16.2
14,4,10,5.0,14,1,7,29.2
14,4,10,9.4,14,1,8,0.0
14,4,10,4.7,14,1,9,12.4
14,4,10,5.3,14,1,11,4.2
14,4,10,4.2,14,2,3,7.4
14,4,10,7.8,14,2,5,21.9
14,4,10,4.5,14,2,6,3.5
14,4,10,12.9,14,2,7,18.4
14,4,10,7.0,14,2,8,15.9
14,4,10,4.6,14,2,9,16.8
14,4,10,3.6,14,2,11,12.5
14,4,10,4.3,14,3,5,7.6
14,4,10,6.8,14,3,6,6.2
14,4,10,3.8,14,3,7,8.0
14,4,10,6.5,14,3,8,19.8
14,4,10,5.1,14,3,9,3.8
14,4,10,3.9,14,3,11,6.7
14,4,10,9.3,14,5,6,3.8
14,4,10,3.8,14,5,7,19.8
14,4,10,6.2,14,5,8,35.6
14,4,10,5.6,14,5,9,15.2
14,4,10,4.3,14,5,11,5.0
14,4,10,6.8,14,6,7,6.4
14,4,10,4.0,14,6,8,47.9
14,4,10,3.6,14,6,9,19.8
14,4,10,1.4,14,6,11,14.2
14,4,10,14.1,14,7,8,16.2
14,4,10,3.7,14,7,9,14.8
14,4,10,7.3,14,7,11,6.6
14,4,10,4.2,14,8,9,44.7
14,4,10,7.0,14,8,11,23.3
14,4,10,6.0,14,9,11,7.6
14,4,11,6.6,14,0,1,19.1
14,4,11,15.9,14,0,2,7.1
14,4,11,9.9,14,0,3,19.8
14,4,11,11.9,14,0,5,7.5
14,4,11,9.7,14,0,6,15.2
14,4,11,9.1,14,0,7,20.6
14,4,11,30.0,14,0,8,2.2
14,4,11,10.7,14,0,9,35.0
14,4,11,6.6,14,0,10,10.5
14,4,11,6.8,14,1,2,19.1
14,4,11,58.5,14,1,3,15.5
14,4,11,11.8,14,1,5,12.8
14,4,11,7.8,14,1,6,19.1
14,4,11,4.7,14,1,7,15.9
14,4,11,4.8,14,1,8,25.2
14,4,11,3.5,14,1,9,34.6
14,4,11,31.8,14,1,10,15.8
14,4,11,9.7,14,2,3,19.8
14,4,11,14.4,14,2,5,7.6
14,4,11,38.6,14,2,6,31.7
14,4,11,15.6,14,2,7,18.0
14,4,11,8.2,14,2,8,19.1
14,4,11,3.9,14,2,9,8.3
14,4,11,11.3,14,2,10,12.2
14,4,11,5.7,14,3,5,5.2
14,4,11,11.0,14,3,6,20.9
14,4,11,6.2,14,3,7,35.3
14,4,11,4.3,14,3,8,22.4
14,4,11,5.8,14,3,9,6.1
14,4,11,7.2,14,3,10,4.3
14,4,11,13.1,14,5,6,17.1
14,4,11,15.2,14,5,7,113.8
14,4,11,8.0,14,5,8,19.8
14,4,11,5.2,14,5,9,32.8
14,4,11,10.8,14,5,10,6.7
14,4,11,6.7,14,6,7,9.4
14,4,11,10.8,14,6,8,27.8
14,4,11,21.1,14,6,9,23.4
14,4,11,3.8,14,6,10,7.5
14,4,11,5.1,14,7,8,24.2
14,4,11,31.6,14,7,9,41.4
14,4,11,7.3,14,7,10,19.4
14,4,11,3.6,14,8,9,10.8
14,4,11,10.8,14,8,10,9.9
14,4,11,3.6,14,9,10,5.0
14,5,6,27.4,14,0,1,3.6
14,5,6,33.9,14,0,2,16.2
14,5,6,28.5,14,0,3,19.8
14,5,6,12.2,14,0,4,18.0
14,5,6,10.2,14,0,7,17.3
14,5,6,15.9,14,0,8,19.2
14,5,6,16.9,14,0,9,15.9
14,5,6,22.9,14,0,10,4.8
14,5,6,38.6,14,0,11,11.2
14,5,6,20.2,14,1,2,9.8
14,5,6,17.4,14,1,3,38.6
14,5,6,13.5,14,1,4,20.9
14,5,6,31.1,14,1,7,22.7
14,5,6,19.5,14,1,8,17.7
14,5,6,19.8,14,1,9,78.9
14,5,6,4.1,14,1,10,13.6
14,5,6,9.0,14,1,11,20.4
14,5,6,8.3,14,2,3,3.9
14,5,6,6.8,14,2,4,28.1
14,5,6,18.0,14,2,7,23.8
14,5,6,12.5,14,2,8,20.2
14,5,6,19.5,14,2,9,7.6
14,5,6,3.9,14,2,10,6.9
14,5,6,2.2,14,2,11,14.8
14,5,6,23.4,14,3,4,18.8
14,5,6,17.7,14,3,7,17.7
14,5,6,0.0,14,3,8,0.0
14,5,6,15.5,14,3,9,7.6
14,5,6,17.7,14,3,10,33.5
14,5,6,11.7,14,3,11,7.5
14,5,6,18.4,14,4,7,27.0
14,5,6,18.4,14,4,8,45.0
14,5,6,30.6,14,4,9,17.0
14,5,6,14.3,14,4,10,19.5
14,5,6,9.4,14,4,11,8.2
14,5,6,4.0,14,7,8,9.9
14,5,6,41.1,14,7,9,35.7
14,5,6,30.3,14,7,10,19.1
14,5,6,20.6,14,7,11,19.6
14,5,6,40.0,14,8,9,17.7
14,5,6,24.9,14,8,10,22.0
14,5,6,18.4,14,8,11,18.0
14,5,6,28.4,14,9,10,3.8
14,5,6,7.5,14,9,11,19.2
14,5,6,9.6,14,10,11,8.2
14,5,7,15.5,14,0,1,9.2
14,5,7,30.6,14,0,2,4.9
14,5,7,11.0,14,0,3,16.6
14,5,7,15.5,14,0,4,30.3
14,5,7,23.1,14,0,6,10.6
14,5,7,14.4,14,0,8,0.7
14,5,7,41.7,14,0,9,17.0
14,5,7,10.8,14,0,10,20.6
14,5,7,23.8,14,0,11,17.2
14,5,7,26.0,14,1,2,18.0
14,5,7,8.2,14,1,3,36.8
14,5,7,26.9,14,1,4,3.5
14,5,7,10.4,14,1,6,31.0
14,5,7,22.7,14,1,8,6.0
14,5,7,37.8,14,1,9,7.0
14,5,7,40.0,14,1,10,3.5
14,5,7,12.0,14,1,11,10.2
14,5,7,22.4,14,2,3,23.8
